,AT,AP,AH,AFDP,GTEP,TIT,TAT,TEY,CDP,CO,NOX,predicted,actual,error
202,5.1721,1016.9,86.024,4.005,23.173,1083.1,550.02,133.8,11.765,1.8177,81.92,133.76381,133.8,-0.03619079589844887
203,6.2324,1017.1,88.181,4.0361,23.34,1083.4,550.11,133.76,11.776,1.6265,80.561,133.70726,133.76,-0.052739868164053405
204,7.315,1016.3,82.664,4.0515,23.619,1085.1,549.99,134.65,11.935,1.6046,83.449,134.30693,134.65,-0.3430694580078182
205,8.3328,1015.6,75.092,4.0147,23.605,1084.3,550.09,133.76,11.888,1.7224,81.896,133.92131,133.76,0.1613104248046966
206,9.025,1015.1,69.365,4.0526,23.667,1084.5,550.03,133.76,11.841,1.6683,78.971,133.89223,133.76,0.1322271728515716
207,9.3045,1015.3,72.005,4.0485,23.662,1084.5,549.97,133.77,11.828,1.8544,77.76,133.8819,133.77,0.11189697265623977
208,9.2169,1015.8,70.518,4.0547,23.622,1084.6,550.0,133.77,11.879,1.451,78.824,133.88127,133.77,0.11127136230467727
209,8.8609,1016.0,70.597,4.4208,26.214,1088.6,543.68,141.83,12.532,1.6213,76.836,142.22495,141.83,0.3949450683593625
210,8.3759,1016.3,74.595,5.292,32.602,1100.0,528.19,162.92,14.146,1.1048,66.517,162.98045,162.92,0.060453491210950006
211,7.6279,1016.5,80.032,5.3557,32.982,1100.1,527.3,164.13,14.155,0.97698,67.679,163.95581,164.13,-0.17418945312499545
212,7.2977,1016.6,85.041,4.4063,25.868,1088.2,544.56,141.92,12.284,1.1942,77.053,140.88402,141.92,-1.03598205566405
213,7.5282,1016.7,89.422,4.161,23.617,1084.9,549.95,134.85,11.94,1.483,78.236,134.46594,134.85,-0.3840576171874943
214,7.5387,1016.9,89.944,4.1225,23.449,1084.0,550.0,134.04,11.936,1.6883,78.477,133.93918,134.04,-0.10082153320311704
215,7.5363,1017.1,91.681,4.1526,23.546,1084.4,549.96,134.43,11.893,1.7288,78.391,134.09602,134.43,-0.3339764404296943
216,7.3843,1016.9,92.442,4.1426,23.396,1083.7,550.13,133.75,11.801,1.9594,79.39,133.51791,133.75,-0.232086181640625
217,7.4267,1016.7,91.312,4.3006,24.626,1090.4,549.77,139.06,12.049,1.6149,81.817,137.08302,139.06,-1.9769769287109398
218,7.7222,1016.7,87.072,4.1083,23.536,1084.3,549.95,133.77,11.895,1.7277,81.113,133.98386,133.77,0.21385620117186477
219,7.6417,1016.6,84.898,3.7828,21.41,1062.7,544.76,122.38,11.139,5.339,93.339,121.61956,122.38,-0.7604397583007767
220,7.6345,1016.7,84.02,3.4947,19.449,1042.1,538.82,111.92,10.533,7.44,89.631,112.054,111.92,0.1340008544921858
221,7.4278,1016.4,84.501,3.4595,19.569,1040.2,537.45,111.72,10.581,8.0138,90.316,111.9216,111.72,0.20160034179687614
222,6.9381,1016.4,91.093,3.5368,19.705,1041.0,537.24,112.67,10.723,8.5344,92.164,112.6888,112.67,0.018796997070310795
223,6.991,1016.6,90.611,4.0875,23.544,1083.7,550.06,133.67,11.741,1.7977,80.226,133.6722,133.67,0.0021954345703250056
224,7.2087,1016.8,88.938,4.071,23.541,1083.9,550.21,133.65,11.734,1.6398,80.036,133.72893,133.65,0.07892761230468182
225,7.1966,1017.0,90.935,4.0996,23.688,1084.6,550.11,134.27,11.795,1.6879,79.545,134.11166,134.27,-0.15833618164063523
226,7.296,1017.2,92.481,4.1191,23.8,1085.3,550.13,134.72,11.87,1.6718,78.549,134.39915,134.72,-0.32084533691406136
227,7.3752,1017.6,93.598,4.9553,29.51,1094.1,535.68,152.47,13.279,1.1353,69.655,152.38718,152.47,-0.08282348632812386
228,7.3361,1017.5,94.602,5.4316,32.654,1100.0,528.35,163.45,13.945,0.81361,64.365,162.88301,163.45,-0.5669891357421761
229,7.4467,1017.3,93.893,5.4257,32.981,1100.1,526.68,163.94,14.146,0.74238,64.096,164.22205,163.94,0.2820458984375023
230,7.2602,1017.4,92.168,5.3866,32.804,1100.2,527.27,163.98,14.166,0.73813,64.781,164.05699,163.98,0.07699157714844773
231,6.9274,1017.7,89.852,5.3836,33.262,1100.3,526.06,164.85,14.264,0.86236,66.462,165.18987,164.85,0.3398651123046932
232,7.0533,1018.1,81.111,5.2441,33.008,1100.1,527.18,164.15,14.193,0.81939,67.479,164.3817,164.15,0.23169860839843182
233,7.1476,1018.5,78.347,5.2597,33.284,1100.2,525.76,164.68,14.288,0.92138,68.682,165.39046,164.68,0.7104571533203057
234,7.2451,1018.9,78.57,5.2294,32.751,1099.7,527.83,163.76,14.102,0.87672,68.702,163.34996,163.76,-0.4100396728515534
235,7.3472,1019.3,77.571,5.0452,31.438,1097.2,530.47,159.09,13.823,1.0691,70.82,159.30861,159.09,0.2186090087890591
236,7.2666,1019.6,75.901,3.9715,23.74,1084.8,550.02,134.51,11.809,1.525,81.774,134.39168,134.51,-0.1183221435546784
237,7.2007,1020.1,77.212,3.9966,23.827,1085.1,549.78,134.71,11.839,1.5465,81.513,134.63222,134.71,-0.07778259277344546
238,7.2855,1020.4,74.94,4.0341,23.795,1085.2,549.95,134.72,11.888,1.5863,83.441,134.49046,134.72,-0.22953674316406136
239,7.3476,1020.6,73.617,4.0388,23.727,1085.2,550.04,134.68,11.86,1.5148,82.426,134.44806,134.68,-0.23194091796875682
240,7.3896,1020.9,73.675,4.0493,23.749,1086.0,550.12,135.06,11.856,1.5502,82.149,134.54121,135.06,-0.5187860107421898
241,5.7826,1022.7,82.005,4.0256,23.083,1066.2,539.66,127.96,11.706,29.341,86.95,126.3108,127.96,-1.6492013549804625
242,5.6669,1023.2,83.311,5.2212,32.093,1097.3,528.67,160.12,13.899,1.2141,68.559,161.37549,160.12,1.2554882812499955
243,6.0859,1023.5,85.13,5.3051,32.769,1100.4,526.62,164.46,14.218,0.75697,65.628,165.13841,164.46,0.6784124755859295
244,7.2745,1023.7,82.014,5.3407,33.034,1100.2,526.0,163.95,14.23,0.71516,64.847,164.8969,163.95,0.9468963623046989
245,8.8629,1023.3,75.879,5.316,32.807,1100.3,527.78,162.54,14.089,0.96628,66.444,162.75156,162.54,0.21155639648438296
246,9.6107,1022.7,73.271,5.3581,33.074,1100.0,526.91,162.85,14.127,1.2728,66.422,162.8402,162.85,-0.009805297851556816
247,9.7717,1022.4,71.034,5.3099,32.748,1100.1,527.97,162.29,14.056,0.97283,67.102,161.94064,162.29,-0.34935668945311704
248,9.9905,1022.2,67.58,5.3377,33.042,1100.0,526.81,162.57,14.12,0.95571,67.223,162.6269,162.57,0.05690734863281932
249,9.8237,1022.1,70.629,5.3045,32.706,1099.9,527.85,162.03,14.051,1.0247,67.044,161.89128,162.03,-0.13871887207031364
250,9.8056,1022.1,71.353,5.3873,33.207,1100.2,526.39,162.98,14.209,0.93374,66.339,163.31215,162.98,0.33214904785157273
251,9.2066,1022.2,73.405,5.2976,32.992,1100.1,527.26,163.1,14.082,0.86894,66.009,162.86914,163.1,-0.23085937499999432
252,8.7413,1022.3,75.011,5.3629,33.312,1100.0,526.27,163.91,14.158,0.96774,66.106,163.80934,163.91,-0.10065856933593409
253,8.1971,1022.1,75.799,5.2696,32.921,1100.1,527.35,163.81,14.037,0.8214,65.433,163.31581,163.81,-0.4941888427734398
254,6.8928,1022.0,80.482,4.9193,30.183,1094.4,533.69,155.7,13.378,1.0082,71.364,154.36403,155.7,-1.3359710693359261
255,5.6221,1021.7,85.054,4.1286,23.656,1084.5,549.95,135.29,11.904,1.7481,82.487,134.23737,135.29,-1.052634277343742
256,5.0085,1021.1,88.25,4.2155,23.973,1086.4,549.79,135.45,11.986,1.6619,84.337,134.64888,135.45,-0.8011199951171761
257,5.3039,1020.6,88.786,4.2341,24.101,1087.0,549.78,134.77,11.911,1.4314,83.215,134.80551,134.77,0.03551147460936477
258,5.6397,1020.1,88.235,4.2061,23.862,1085.4,549.88,133.33,11.901,1.5116,83.746,134.32335,133.33,0.993348999023425
259,5.866,1019.5,87.226,4.2697,24.247,1087.4,549.73,134.97,11.991,1.6079,83.576,135.16634,134.97,0.19633605957031364
260,5.8573,1019.0,87.366,4.1986,23.964,1085.5,549.92,133.53,11.82,1.7846,84.539,134.27309,133.53,0.7430865478515614
261,5.6602,1018.3,86.968,3.8404,21.079,1028.5,523.86,112.02,10.963,43.428,99.237,110.579,112.02,-1.4409976196289023
262,5.0232,1017.8,87.114,3.8648,21.435,1032.5,524.71,113.6,11.029,43.397,92.062,112.03715,113.6,-1.562852478027338
263,4.4065,1016.6,86.176,4.1075,23.162,1067.1,541.04,128.14,11.601,18.049,91.258,127.673935,128.14,-0.46606506347654886
264,4.2052,1016.4,87.248,4.2198,23.892,1085.3,550.07,133.93,11.869,1.4223,86.535,134.14293,133.93,0.21292907714843068
265,5.0307,1016.0,89.729,4.3506,24.713,1089.9,549.84,137.69,12.163,0.99755,83.524,137.99512,137.69,0.3051171875000023
266,7.8042,1015.4,91.954,4.5995,25.949,1097.5,549.61,143.71,12.276,0.99244,85.839,144.42374,143.71,0.713736572265617
267,9.3252,1014.9,81.431,4.3378,24.73,1090.0,549.86,137.76,12.15,1.5498,78.698,137.07155,137.76,-0.6884515380859284
268,9.9308,1014.2,77.836,5.0069,29.505,1099.7,539.49,153.86,13.292,1.3501,77.995,153.60146,153.86,-0.25854431152345114
269,10.554,1013.1,70.983,5.0451,29.515,1099.7,539.61,153.74,13.24,1.0598,76.809,153.17448,153.74,-0.5655157470703216
270,11.127,1012.4,65.24,5.0449,29.548,1099.6,539.38,153.74,13.156,0.76966,76.396,152.79466,153.74,-0.9453375244140716
271,11.612,1012.0,68.431,4.2839,24.08,1085.1,549.41,134.21,11.866,1.2337,79.965,133.8734,134.21,-0.33660217285157046
272,11.76,1011.8,70.012,4.3542,24.713,1088.4,549.53,136.86,12.063,1.2398,78.269,135.40523,136.86,-1.4547723388672011
273,11.722,1011.8,72.257,5.3998,32.417,1099.7,529.5,160.44,13.873,0.88564,68.844,160.04309,160.44,-0.3969091796874977
274,11.257,1011.7,76.337,5.4114,32.231,1099.9,530.09,160.43,13.94,0.93581,67.876,160.09125,160.43,-0.3387524414062568
275,10.859,1011.8,79.192,5.419,32.355,1100.1,529.46,160.77,13.981,0.98694,68.947,160.77448,160.77,0.004475097656239768
276,10.649,1011.8,81.698,5.387,32.134,1100.0,530.53,160.44,13.892,0.99639,69.676,160.06308,160.44,-0.3769201660156227
277,10.619,1011.8,83.524,4.8873,28.493,1100.0,542.91,151.56,12.958,1.0718,78.353,151.40012,151.56,-0.15988403320312727
278,10.03,1012.0,83.717,4.2169,23.901,1085.4,550.15,134.49,11.904,1.7306,78.091,134.25989,134.49,-0.2301123046875091
279,9.0172,1011.9,89.166,4.2265,23.801,1084.7,549.97,134.1,11.751,1.6047,77.137,134.08128,134.1,-0.018716430664056816
280,8.8861,1011.4,90.319,4.2505,23.948,1085.2,549.84,134.62,11.853,1.5356,77.166,134.56006,134.62,-0.05994140625000455
281,7.9027,1011.4,89.338,4.2648,24.15,1085.4,549.95,135.45,11.909,1.4117,79.282,134.90521,135.45,-0.5447875976562386
282,7.5923,1011.2,89.435,4.2398,24.063,1084.9,550.12,134.86,11.921,1.479,78.891,134.75008,134.86,-0.10992370605470114
283,7.3109,1010.7,90.048,4.2013,23.754,1083.3,550.1,133.67,11.897,1.4341,79.403,133.95479,133.67,0.284788208007825
284,6.6235,1010.6,90.145,4.2246,23.68,1082.9,550.0,133.68,11.866,1.5931,81.564,133.86447,133.68,0.18447143554686818
285,7.0321,1010.4,91.962,4.2651,23.936,1084.2,550.19,134.28,11.84,1.6717,80.6,134.39622,134.28,0.11622497558593636
286,8.1267,1010.4,84.555,4.1846,24.086,1085.2,550.06,134.67,11.834,1.6258,80.54,134.63748,134.67,-0.032518310546862494
287,8.4214,1010.5,77.878,4.0715,23.805,1084.8,550.09,134.33,11.827,1.3811,80.139,134.23814,134.33,-0.091856079101575
288,7.6014,1010.4,84.881,4.0652,23.852,1085.5,550.2,135.27,11.96,1.5433,80.81,134.7071,135.27,-0.5628924560546977
289,6.7555,1011.0,91.691,4.4361,25.285,1093.5,550.08,142.3,12.181,1.328,82.593,141.45316,142.3,-0.8468444824218864
290,6.4174,1011.2,95.058,4.2503,23.527,1083.7,550.1,134.4,11.79,1.8342,80.209,134.00444,134.4,-0.3955596923828182
291,6.0853,1010.8,96.661,4.3131,23.696,1084.8,550.07,135.29,11.836,1.7087,79.746,134.42734,135.29,-0.862662353515617
292,5.9799,1010.2,98.086,4.297,23.61,1084.2,549.96,134.74,11.798,1.758,79.632,134.2876,134.74,-0.4524023437500091
293,6.4816,1011.1,91.201,5.562,33.154,1099.0,527.26,161.26,14.02,0.30256,76.001,163.56952,161.26,2.309519042968759
294,6.0479,1012.0,92.954,5.5029,32.901,1100.0,527.98,163.17,14.046,0.13739,71.437,164.01329,163.17,0.84329040527345
295,6.1547,1012.2,91.433,5.5062,32.784,1100.1,528.49,163.28,14.06,1.0841,71.949,163.79648,163.28,0.5164782714843739
296,5.8473,1012.3,91.532,5.5887,33.299,1100.2,526.76,164.81,14.203,1.0646,71.651,165.28116,164.81,0.4711584472656227
297,5.5259,1012.3,92.777,5.6597,33.498,1100.1,526.33,165.8,14.241,0.94261,68.977,165.77177,165.8,-0.02822570800782387
298,4.9922,1012.4,92.788,4.4384,24.663,1084.6,547.17,137.7,12.065,1.5995,81.388,137.26326,137.7,-0.43674011230467613
299,4.5208,1012.2,93.184,4.2963,23.585,1083.6,550.09,134.57,11.883,1.7111,83.672,134.1492,134.57,-0.4207995605468682
300,4.3754,1012.1,92.345,4.3788,24.308,1087.2,550.15,136.09,12.007,1.4594,84.012,135.41037,136.09,-0.6796301269531284
301,4.4465,1012.0,90.665,4.2821,24.178,1086.7,549.91,135.43,12.007,1.446,84.663,135.19461,135.43,-0.23538940429688182
302,4.128,1011.6,88.615,3.9446,21.864,1064.0,544.21,123.44,11.192,5.0299,104.53,123.42285,123.44,-0.017148437499997726
303,3.7288,1012.0,89.565,3.6549,19.165,1057.5,549.93,111.72,10.668,4.0887,108.14,112.93557,111.72,1.2155697631835949
304,4.9469,1011.8,86.141,4.2746,23.679,1084.3,550.12,131.62,11.763,1.679,90.887,133.73477,131.62,2.1147717285156205
305,5.442,1011.2,81.698,4.1049,23.707,1085.0,549.88,134.75,11.939,1.6813,83.592,134.67572,134.75,-0.07427978515625
306,6.1658,1010.3,82.916,4.2488,24.687,1089.9,549.95,138.56,12.039,1.4882,83.483,138.64565,138.56,0.08564514160156023
307,7.2118,1009.7,76.238,4.2934,24.935,1090.4,549.96,138.69,12.088,1.3348,83.479,138.84375,138.69,0.15375000000000227
308,7.8582,1009.6,59.875,4.2645,24.937,1090.7,549.82,138.7,12.013,1.315,85.659,137.82065,138.7,-0.8793518066406136
309,8.0043,1009.8,56.509,3.8871,22.293,1070.5,546.9,125.71,11.336,3.1997,87.256,125.60945,125.71,-0.10054870605468125
310,7.6406,1009.9,61.385,3.7344,21.384,1065.7,547.49,122.43,11.143,3.3474,84.956,121.69317,122.43,-0.7368313598632881
311,6.3196,1009.8,68.196,4.0704,23.857,1084.8,549.87,134.7,11.83,1.3238,84.482,134.09111,134.7,-0.6088897705078011
312,5.6147,1009.8,76.501,4.1071,23.858,1084.3,549.79,134.7,11.846,1.6035,84.305,134.50241,134.7,-0.19758911132811363
313,5.3847,1010.1,72.311,4.0948,23.794,1084.2,549.88,134.71,11.81,1.6897,83.984,134.29353,134.71,-0.41646667480469546
314,5.3236,1010.4,78.034,4.0938,23.727,1084.5,550.03,134.69,11.844,1.3181,81.887,134.40654,134.69,-0.2834600830078102
315,4.9114,1010.8,82.386,4.1686,23.888,1085.4,549.85,135.6,11.923,1.358,82.04,134.84286,135.6,-0.7571350097656193
316,4.6504,1010.8,84.987,4.1532,23.886,1085.0,550.16,135.55,11.922,1.2555,82.001,134.6078,135.55,-0.9421966552734489
317,4.2032,1011.0,86.945,4.2208,23.928,1085.1,549.56,135.74,11.997,1.4188,82.218,135.10083,135.74,-0.6391699218750091
318,3.8848,1011.0,87.816,5.0169,30.034,1099.6,537.76,157.83,13.403,0.76467,73.516,157.44823,157.83,-0.381773071289075
319,3.7718,1010.8,82.957,3.9872,22.628,1073.2,546.7,129.3,11.495,3.0552,87.456,129.09508,129.3,-0.20492248535157387
320,3.5608,1010.8,77.286,3.5121,19.455,1042.0,538.41,112.98,10.492,8.9097,104.39,113.20312,112.98,0.22311737060546477
321,3.2378,1010.9,79.859,3.5353,19.343,1044.4,540.49,111.71,10.441,8.9509,110.28,112.66808,111.71,0.958083190917975
322,3.4337,1010.9,80.47,3.6075,19.11,1057.5,550.13,111.71,10.514,4.4667,104.73,112.96338,111.71,1.2533789062500063
323,3.6819,1011.1,78.048,3.5266,19.047,1057.1,550.07,111.7,10.506,4.5852,106.62,112.580605,111.7,0.8806045532226534
324,3.2929,1011.6,80.308,3.5474,18.995,1056.8,550.04,111.7,10.48,5.0102,114.35,112.14586,111.7,0.44585876464843466
325,3.2696,1012.3,79.547,3.9039,21.482,1070.0,549.15,122.34,11.225,3.7054,106.71,123.16482,122.34,0.8248178100585903
326,3.4786,1012.8,80.184,4.7136,27.789,1091.1,539.47,145.94,12.799,1.4439,78.395,147.86108,145.94,1.9210839843750023
327,3.6541,1013.3,79.636,5.3073,33.15,1100.1,526.81,166.33,14.207,0.82068,66.704,166.45216,166.33,0.12216369628905
328,3.876,1013.6,79.819,5.4268,33.676,1099.9,524.92,167.3,14.311,0.91308,66.294,167.45569,167.3,0.15568847656248863
329,4.6557,1013.5,74.477,5.3907,33.332,1100.3,525.95,166.32,14.23,0.8852,67.14,166.57199,166.32,0.2519909667968818
330,5.51,1013.4,71.764,5.4315,33.534,1100.0,525.44,166.19,14.326,1.1463,68.295,166.42635,166.19,0.23634582519531477
331,5.9982,1013.2,67.147,5.4045,33.27,1099.9,526.19,165.61,14.232,1.1589,68.862,165.46754,165.61,-0.14245544433595114
332,5.9881,1013.6,71.839,5.4245,33.431,1100.2,525.64,166.24,14.357,0.95119,66.593,166.20514,166.24,-0.034860839843759095
333,5.4841,1014.2,78.194,5.8669,36.632,1100.0,515.42,172.15,14.908,1.4861,66.02,170.9759,172.15,-1.1740936279296932
334,5.1745,1014.6,78.014,5.8856,36.751,1100.2,514.66,172.54,14.958,1.3507,66.96,171.2588,172.54,-1.2811956787109295
335,4.9214,1015.3,75.458,5.8514,36.826,1100.1,514.43,172.97,14.976,1.3137,68.089,171.34291,172.97,-1.6270892333984364
336,4.7494,1016.0,79.55,5.8497,36.816,1100.1,514.3,173.26,15.002,1.3259,66.997,171.39172,173.26,-1.868276367187491
337,4.0273,1016.6,87.783,5.9883,36.973,1099.5,513.47,173.92,15.031,1.3217,65.289,171.53644,173.92,-2.3835620117187375
338,3.7054,1017.1,85.93,5.98,37.189,1099.5,513.06,174.25,15.055,1.6353,64.771,171.70424,174.25,-2.5457611083984375
339,3.4226,1017.6,85.443,5.9684,37.172,1100.0,513.09,174.61,15.081,1.7147,65.923,171.80562,174.61,-2.804381713867201
340,3.3332,1017.8,82.775,5.8884,36.917,1100.0,513.29,174.4,15.043,1.6371,66.687,171.77655,174.4,-2.6234497070312557
341,3.3198,1018.2,80.041,5.3428,33.144,1098.6,525.16,166.49,14.132,0.90711,67.606,166.44264,166.49,-0.047357788085946595
342,3.0095,1018.5,81.263,4.1719,23.596,1086.0,550.34,134.17,11.864,1.3851,85.182,133.9545,134.17,-0.2155017089843625
343,3.3885,1018.8,75.456,4.1479,23.549,1085.9,550.25,133.65,11.919,1.3449,84.966,134.06665,133.65,0.4166503906249943
344,3.2612,1019.1,74.472,4.136,23.64,1086.5,549.97,134.18,11.941,1.4605,87.146,134.15742,134.18,-0.02257507324219432
345,2.7919,1019.2,77.769,4.1764,23.498,1085.5,550.33,133.68,11.846,1.6597,87.239,133.8206,133.68,0.14060241699218068
346,2.4947,1019.5,77.785,4.1412,23.46,1085.3,550.09,133.68,11.794,1.6913,87.219,133.8622,133.68,0.18219787597655568
347,1.5895,1020.3,81.061,3.9984,22.248,1077.3,549.45,128.62,11.496,2.7483,97.398,128.70575,128.62,0.08574951171874545
348,1.2156,1020.7,81.702,4.872,29.136,1094.6,535.52,154.53,13.272,1.1215,76.182,154.25,154.53,-0.28000000000000114
349,1.066,1021.2,83.809,4.9614,30.058,1093.3,532.28,156.22,13.455,1.3329,75.048,156.23134,156.22,0.011338500976563637
350,1.8092,1021.5,83.6,5.4654,33.955,1099.9,523.21,169.08,14.417,0.57516,62.059,168.87654,169.08,-0.2034588623047
351,3.0133,1021.6,76.607,5.5533,34.707,1099.9,521.01,169.74,14.581,0.63178,62.174,169.5823,169.74,-0.1576940917968841
352,4.0092,1021.3,67.613,5.522,34.425,1100.1,522.35,168.84,14.534,0.77315,64.137,168.57054,168.84,-0.2694586181640659
353,4.6915,1020.9,59.996,5.467,33.875,1099.8,523.6,167.43,14.459,0.82449,67.016,167.37257,167.43,-0.05742614746094432
354,4.8825,1020.7,58.592,5.2343,32.318,1100.1,528.75,164.08,13.989,0.82917,69.248,163.59149,164.08,-0.4885083007812625
355,4.9828,1020.7,57.118,5.1424,31.725,1099.8,530.49,162.67,13.878,0.78687,69.042,161.97044,162.67,-0.69955627441405
356,4.9065,1021.1,54.566,5.1456,31.715,1099.9,530.74,162.73,13.866,0.77126,68.94,161.75458,162.73,-0.9754223632812398
357,4.7921,1021.4,58.128,5.1733,31.715,1100.0,530.88,162.73,13.855,0.84411,68.957,161.80397,162.73,-0.9260296630859273
358,4.3736,1021.5,66.598,5.1999,31.791,1100.0,530.64,163.06,13.916,0.7057,68.273,162.48196,163.06,-0.5780358886718773
359,3.9773,1021.8,64.981,5.3148,32.662,1099.8,527.73,165.24,14.092,0.49113,66.794,164.8019,165.24,-0.4381048583984466
360,3.7387,1022.1,64.131,5.2297,32.256,1099.8,528.84,164.47,14.103,0.50926,67.162,164.16429,164.47,-0.30570861816406136
361,3.6869,1022.3,61.818,5.3161,32.949,1099.9,526.78,166.05,14.183,0.57932,66.927,165.65532,166.05,-0.39468078613282387
362,3.747,1022.6,60.31,5.3232,32.818,1099.8,526.48,166.28,14.23,0.66769,69.607,165.74725,166.28,-0.5327465820312511
363,7.8287,1009.6,65.1,5.4951,33.199,1100.1,528.9,162.06,13.991,1.3204,79.483,162.12492,162.06,0.06492370605468523
364,8.9876,1009.1,64.781,5.5505,32.713,1100.5,529.76,160.91,14.04,1.0783,79.409,161.11534,160.91,0.2053411865234409
365,10.056,1008.1,61.601,5.5834,32.576,1099.9,530.42,159.94,13.875,1.0018,78.862,159.6928,159.94,-0.24720520019531023
366,10.872,1008.5,68.643,5.4775,32.278,1100.3,531.63,159.18,13.881,0.98604,77.029,159.05962,159.18,-0.12038391113281932
367,11.039,1008.9,74.548,5.5553,32.411,1100.0,530.95,159.29,13.872,0.98507,75.066,159.46104,159.29,0.17104431152344546
368,11.051,1009.2,80.609,5.4742,32.155,1100.3,531.93,158.83,13.89,0.95008,74.549,159.20274,158.83,0.372743530273425
369,11.125,1008.8,79.577,5.5093,32.341,1099.9,531.28,159.27,13.799,0.8872,74.332,159.22345,159.27,-0.04655029296876023
370,10.725,1009.5,78.595,5.4006,32.476,1100.1,531.12,160.01,13.865,1.0682,75.326,159.67752,160.01,-0.3324792480468659
371,10.083,1009.7,76.643,5.4664,32.964,1100.1,529.63,161.18,13.958,1.2814,76.547,160.92096,161.18,-0.2590405273437568
372,9.6114,1010.1,76.973,4.4937,26.075,1072.3,536.15,135.69,12.226,3.883,94.605,135.85217,135.69,0.16217285156250227
373,9.0137,1010.6,80.411,5.4561,33.139,1099.5,528.33,162.15,14.02,1.2107,75.75,162.02808,162.15,-0.12192382812500568
374,8.353,1011.1,82.944,5.4806,33.152,1100.1,528.35,163.01,14.067,0.8589,74.767,162.74904,163.01,-0.2609613037109284
375,7.9903,1011.3,87.483,5.5407,33.182,1099.8,528.16,163.26,14.035,0.86184,74.246,162.8524,163.26,-0.4075982666015534
376,7.9469,1011.8,88.581,4.2814,24.087,1084.3,549.61,134.83,11.849,1.6636,82.955,134.38947,134.83,-0.4405346679687625
377,8.2818,1012.2,87.034,4.2347,24.082,1083.9,549.93,134.06,11.819,1.8282,82.463,133.9295,134.06,-0.13049560546875227
378,6.0117,1012.5,86.104,4.0537,22.2,1047.0,532.66,119.69,11.19,29.674,94.562,118.15441,119.69,-1.535588684082029
379,6.8112,1013.0,91.704,4.3401,24.227,1085.4,549.98,134.73,11.806,1.7095,83.624,134.52345,134.73,-0.20654724121092727
380,10.051,1013.3,88.139,4.3438,24.562,1086.6,550.26,134.7,11.863,1.7503,82.366,134.79105,134.7,0.09104614257813637
381,11.744,1013.5,78.148,4.4074,24.471,1086.6,549.9,134.72,11.917,1.7181,81.328,134.50497,134.72,-0.21502563476562386
382,12.581,1013.3,75.284,4.4191,24.555,1087.1,549.81,134.73,11.939,1.6045,82.356,134.5759,134.73,-0.15410278320311477
